#,Event UUID,Title,Subtitle,Discipline,Competition,Stage,Group #,Time,Performance #,Ranked,Rank,Mark Total,Team,Team Rank,Team Mark,Code,Athlete #,External ID,Surname,Given Name,Representing,Date of Birth,Sex,Routine #,Mark,# Elements,Bonus,Penalty,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,1,TRUE,5,98750,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,47200,10,0,0,E1,77,0,2,1,1,1,2,3,4,3,4,2,
395,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E5,78,2,2,3,2,2,2,2,2,1,3,1,
396,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E8,75,3,3,3,2,2,3,2,2,1,3,1,
397,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,E∑,155,4,5,6,4,4,5,4,4,2,6,1,0
398,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,T,15665,,,,,,,,,,,,
399,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,D,158,0,,,,,,,,,,,
400,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,4,TRUE,2,105675,0,99,0,12,1,0,PADILLA,Ruben,USA,01/01/0001,,2,56365,10,0,0,H,940,940,0,,,,,,,,,,
401,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E1,88,1,0,0,1,1,0,2,3,2,2,0,
402,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E2,90,0,0,0,0,0,0,2,3,1,3,1,
403,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E3,87,1,0,0,0,1,0,2,3,2,3,1,
404,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E4,89,0,0,0,0,1,0,2,3,2,2,1,
405,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E5,88,0,0,0,1,1,0,2,3,1,3,1,
406,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E8,87,1,0,0,1,0,0,3,2,2,3,1,
407,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,E∑,174,1,0,0,1,2,0,4,6,4,6,2,0
408,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,T,16440,,,,,,,,,,,,
409,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,D,54,0,,,,,,,,,,,
410,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,1,48840,10,0,0,H,960,960,0,,,,,,,,,,
411,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E1,90,1,0,0,1,0,0,2,2,1,2,1,
412,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E2,86,0,1,1,1,0,0,3,3,2,2,1,
413,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E3,88,1,0,1,0,1,0,2,3,2,2,0,
414,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E4,90,0,0,0,0,1,0,2,2,2,2,1,
415,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E5,89,0,0,0,1,1,0,2,2,2,2,1,
416,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E8,90,0,0,1,1,0,0,2,2,1,2,1,
417,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,E∑,178,0,0,1,2,1,0,4,4,4,4,2,0
418,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,T,16405,,,,,,,,,,,,
419,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,D,100,0,,,,,,,,,,,
420,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,5,TRUE,5,102445,0,99,0,1,1,0,ADORNO,Lucas,ARG,01/01/0001,,2,53605,10,0,0,H,940,940,0,,,,,,,,,,
421,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E1,83,0,2,0,2,1,2,1,2,2,3,2,
422,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E2,76,0,2,1,2,2,3,2,3,3,3,3,
423,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E3,84,0,2,0,1,1,2,2,2,1,3,2,
424,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E4,84,0,2,1,2,1,1,1,1,2,3,2,
425,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E5,84,0,2,0,1,1,2,1,2,2,3,2,
426,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E8,84,0,2,0,1,1,2,1,2,2,3,2,
427,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,E∑,167,0,4,0,3,2,4,2,4,4,6,4,0
428,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,T,17000,,,,,,,,,,,,
429,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,D,50,0,,,,,,,,,,,
430,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,1,48500,10,0,0,H,980,980,0,,,,,,,,,,
431,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E1,83,1,1,1,1,2,2,2,2,2,3,0,
432,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E2,82,0,1,1,1,2,3,2,3,3,2,0,
433,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E3,83,0,0,1,0,2,3,2,3,3,3,0,
434,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E4,85,0,0,1,1,2,2,2,2,3,2,0,
435,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E5,86,0,0,1,1,2,2,2,2,2,2,0,
436,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E8,87,0,0,0,1,2,2,1,2,2,3,0,
437,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,E∑,170,0,0,2,2,4,4,4,4,5,5,0,0
438,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,T,17035,,,,,,,,,,,,
439,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,D,114,0,,,,,,,,,,,
440,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,6,TRUE,3,103735,0,99,0,5,1,0,HERNANDEZ,Angel,COL,01/01/0001,,2,55235,10,0,0,H,980,980,0,,,,,,,,,,
441,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E1,87,0,1,2,0,1,1,2,2,1,2,1,
442,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E2,85,0,1,1,1,1,1,2,3,2,3,0,
443,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E3,89,0,1,0,1,1,0,2,2,1,3,0,
444,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E4,90,0,1,0,0,1,0,2,2,2,1,1,
445,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E5,90,0,1,1,0,1,0,1,1,1,2,2,
446,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E8,91,0,1,0,0,1,0,2,1,1,2,1,
447,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,E∑,179,0,2,1,0,2,0,4,4,2,4,2,0
448,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,T,16485,,,,,,,,,,,,
449,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,D,54,0,,,,,,,,,,,
450,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,1,49285,10,0,0,H,950,950,0,,,,,,,,,,
451,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E1,84,2,1,2,1,1,3,1,0,2,3,0,
452,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E2,76,2,1,2,2,3,4,2,1,4,3,0,
453,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E3,81,2,2,2,2,2,3,1,0,2,3,0,
454,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E4,81,2,2,2,2,2,3,1,1,2,2,0,
455,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E5,79,2,2,3,2,2,3,1,0,2,3,1,
456,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E8,81,1,2,2,1,2,4,1,1,2,2,1,
457,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,E∑,161,4,4,4,4,4,6,2,1,4,6,0,0
458,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,T,15855,,,,,,,,,,,,
459,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,D,130,0,,,,,,,,,,,
460,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,7,TRUE,4,103440,0,99,0,2,1,0,DUTRA,Rayan,BRA,01/01/0001,,2,54155,10,0,0,H,920,920,0,,,,,,,,,,
461,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E1,72,2,2,1,1,3,4,5,3,4,3,0,
462,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E2,77,0,1,1,2,3,3,4,3,4,2,0,
463,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E3,78,1,2,1,2,3,3,3,2,3,2,0,
464,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E4,81,1,1,0,1,3,3,3,2,3,2,0,
465,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E5,78,0,1,1,2,3,4,4,2,3,2,0,
466,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E8,78,1,1,0,2,4,3,3,2,3,3,0,
467,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,E∑,157,2,2,2,4,6,6,7,4,6,4,0,0
468,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,T,16165,,,,,,,,,,,,
469,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,D,52,0,,,,,,,,,,,
470,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,1,45965,10,0,0,H,890,890,0,,,,,,,,,,
471,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E1,18,3,4,5,,,,,,,,,
472,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E2,19,2,4,5,,,,,,,,,
